2020-03-20,17:39:24,0,Rebo4AI,1584722365171,"Hi, I'm Rebo4AI; a prototype conversational agent. With me, you can currently discuss only about intelligence. Is that OK with you; do you want to start a conversation?",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-03-20,18:44:51,0,Rebo4AI,1584726292205,"Hi, I'm Rebo4AI; a prototype conversational agent. With me, you can currently discuss only about intelligence. Is that OK with you; do you want to start a conversation?",TUTOR
2020-03-20,18:59:52,0,Rebo4AI,1584727192845,"To start the conversation, please welcome Rebo :)",TUTOR
2020-03-20,19:14:52,0,Rebo4AI,1584728093417,"OK, no problem; I currently am not able to discuss about anything else - if you are interested in talking to me any time in the future, please go again to <a href=""http://rebo4ai.know-center.tugraz.at/bazaar/idsai_landing_page"">this link</a>. Bye!",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-03-23,15:12:07,0,Rebo4AI,1584972727962,"Hi, I'm Rebo4AI; a prototype conversational agent. With me, you can currently discuss only about intelligence. Is that OK with you; do you want to start a conversation?",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-03-23,15:16:07,0,Rebo4AI,1584972969902,"Hi, I'm Rebo4AI; a prototype conversational agent. With me, you can currently discuss only about intelligence. Is that OK with you; do you want to start a conversation?",TUTOR
2020-03-23,15:16:18,0,sss,1584972978875,yes,IDSAI_QUESTION1_WITHOUT_REASON+TRUE+YES
2020-03-23,15:16:18,0,Rebo4AI,1584972979933,"In the TUGraz lecture ""<i>Introduction to Data Science and Artificial Intelligence (IDSA)</i>"", different definitions of intelligence have been discussed. According to different definitions, something or someone would be called intelligent if it <b>thinks humanly</b>, <b>acts humanly</b>, <b>thinks rationally</b>, <b>acts rationally</b>; or if it is <b>able to adapt behaviour</b> to a changing environment in order to achieve its goals.",TUTOR
2020-03-23,15:16:18,0,Rebo4AI,1584972979939,"I have this information from <a href=""http://rebo4ai.know-center.tugraz.at/bazaar/data/IDSAI/1a_Introduction.pdf"" download=""http://rebo4ai.know-center.tugraz.at/bazaar/data/IDSAI/1a_Introduction.pdf"">here</a>. But, I'm not sure I completely understand.",TUTOR
2020-03-23,15:16:18,0,Rebo4AI,1584972979945,I'm curious: Is a TV now intelligent or not? Why?,TUTOR
2020-03-23,15:16:34,0,sss,1584972994814,it is not,IDSAI_QUESTION1_WITHOUT_REASON+TRUE+NO
2020-03-23,15:16:39,0,Rebo4AI,1584972999971,I'm not sure I understood - which definition of intelligence did you make in deciding that a TV is (not) intelligent?,TUTOR
2020-03-23,15:16:50,0,sss,1584973010326,it can not act like human,IDSAI_QUESTION1_CONCEPTS+TRUE+NO
2020-03-23,15:16:55,0,Rebo4AI,1584973015988,Are you personally satisfied with this decision and definition?,TUTOR
2020-03-23,15:16:58,0,sss,1584973018380,yes ,IDSAI_QUESTION1_WITHOUT_REASON+TRUE+YES
2020-03-23,15:17:00,0,Rebo4AI,1584973021999,Good to hear that!,TUTOR
2020-03-23,15:17:00,0,Rebo4AI,1584973022002,How interesting is it for you to know whether a TV is intelligent or not?,TUTOR
2020-03-23,15:17:28,0,sss,1584973048349,it is more interesting if it could be a inteligent entity,IDSAI_QUESTION1_WITHOUT_REASON+TRUE
